image_idx,image_name,image_path,global_top1_same,global_base_top1_neuron,global_base_top1_act,global_lora_top1_neuron,global_lora_top1_act,global_base_top5,global_base_top5_acts,global_lora_top5,global_lora_top5_acts,global_top5_overlap,global_top5_overlap,global_unique_to_base,global_unique_to_lora,patch88_top1_same,patch88_base_top1_neuron,patch88_base_top1_act,patch88_lora_top1_neuron,patch88_lora_top1_act,patch88_base_top5,patch88_base_top5_acts,patch88_lora_top5,patch88_lora_top5_acts,patch88_top5_overlap,patch88_top5_overlap,patch88_unique_to_base,patch88_unique_to_lora,patch88_l2_diff,patch88_max_abs_diff,patch88_mean_abs_diff,patch88_changed1_neuron,patch88_changed1_base,patch88_changed1_lora,patch88_changed1_delta,patch88_changed2_neuron,patch88_changed2_base,patch88_changed2_lora,patch88_changed2_delta,patch88_changed3_neuron,patch88_changed3_base,patch88_changed3_lora,patch88_changed3_delta,patch88_changed4_neuron,patch88_changed4_base,patch88_changed4_lora,patch88_changed4_delta,patch88_changed5_neuron,patch88_changed5_base,patch88_changed5_lora,patch88_changed5_delta
3829,img_003829_label6,img_003829_label6,False,38459,19.7543,2099,21.3433,"[38459, 2099, 4594, 41801, 33331]","[19.7543, 19.7297, 13.9569, 11.3571, 8.27]","[2099, 38459, 4594, 41801, 33331]","[21.3433, 21.0756, 15.5475, 13.2306, 8.7246]",5,5,[],[],False,41963,1.4138,38515,1.8867,"[41963, 38515, 25790, 14809, 16439]","[1.4138, 1.3137, 0.9034, 0.8319, 0.7593]","[38515, 16439, 25790, 32567, 41963]","[1.8867, 1.5175, 1.4441, 0.9588, 0.9138]",4,4,[14809],[32567],3.7531,0.7582,0.001366,16439,0.7593,1.5175,0.7582,16632,0.0,0.5877,0.5877,38515,1.3137,1.8867,0.573,25790,0.9034,1.4441,0.5407,41963,1.4138,0.9138,0.5
3830,img_003830_label1,img_003830_label1,True,2099,20.0194,2099,21.9276,"[2099, 38459, 4594, 41801, 8403]","[20.0194, 19.5399, 16.4067, 11.7607, 8.0565]","[2099, 38459, 4594, 41801, 33331]","[21.9276, 20.9901, 18.0271, 13.4942, 8.4353]",4,4,[8403],[33331],True,25790,1.1037,25790,1.2723,"[25790, 48605, 34321, 38515, 30454]","[1.1037, 1.016, 1.0005, 0.9586, 0.788]","[25790, 38515, 34321, 11737, 44545]","[1.2723, 1.0345, 0.8449, 0.6931, 0.6283]",3,3,"[30454, 48605]","[11737, 44545]",3.4371,1.016,0.001135,48605,1.016,0.0,1.016,30454,0.788,0.0,0.788,1527,0.0,0.5374,0.5374,11737,0.1908,0.6931,0.5024,8410,0.4663,0.0,0.4663
3831,img_003831_label0,img_003831_label0,True,38459,18.0241,38459,18.7897,"[38459, 2099, 4594, 41801, 133]","[18.0241, 17.7483, 14.0317, 9.3445, 8.3444]","[38459, 2099, 4594, 41801, 133]","[18.7897, 18.5849, 14.8194, 10.012, 7.9997]",5,5,[],[],False,39589,2.9483,15358,1.6466,"[39589, 8403, 15485, 14809, 25790]","[2.9483, 2.8581, 1.2245, 0.9969, 0.9669]","[15358, 25790, 16770, 13184, 27293]","[1.6466, 1.6248, 0.9819, 0.6034, 0.584]",1,1,"[8403, 14809, 15485, 39589]","[13184, 15358, 16770, 27293]",7.0039,2.9483,0.002377,39589,2.9483,0.0,2.9483,8403,2.8581,0.0,2.8581,15358,0.3275,1.6466,1.3191,15485,1.2245,0.0,1.2245,45783,0.8841,0.0,0.8841
3832,img_003832_label7,img_003832_label7,True,38459,17.7232,38459,19.8639,"[38459, 2099, 4594, 41801, 133]","[17.7232, 16.981, 12.409, 8.8825, 7.5437]","[38459, 2099, 4594, 41801, 33331]","[19.8639, 19.6607, 14.5317, 11.6558, 8.2742]",4,4,[133],[33331],True,38515,1.2147,38515,1.963,"[38515, 34491, 25790, 34321, 1529]","[1.2147, 0.8984, 0.8914, 0.8057, 0.772]","[38515, 25790, 34321, 36037, 34491]","[1.963, 1.115, 0.9517, 0.8466, 0.836]",4,4,[1529],[36037],4.091,0.772,0.001384,34957,0.772,0.0,0.772,1529,0.772,0.0,0.772,38515,1.2147,1.963,0.7482,39753,0.7233,0.0,0.7233,5818,0.6231,0.0,0.6231
3833,img_003833_label8,img_003833_label8,True,38459,17.4834,38459,18.0699,"[38459, 2099, 4594, 41801, 133]","[17.4834, 16.9567, 12.3121, 8.6545, 7.3387]","[38459, 2099, 4594, 41801, 33331]","[18.0699, 17.4685, 12.4117, 9.2967, 7.362]",4,4,[133],[33331],True,27552,1.7201,27552,1.9996,"[27552, 38515, 25790, 9470, 19358]","[1.7201, 1.1805, 0.9431, 0.9137, 0.7871]","[27552, 38515, 25790, 29095, 42219]","[1.9996, 1.659, 1.2592, 0.7856, 0.7138]",3,3,"[9470, 19358]","[29095, 42219]",3.6645,0.683,0.001174,6362,0.683,0.0,0.683,45888,0.6495,0.0,0.6495,28815,0.6451,0.0,0.6451,10707,0.6345,0.0,0.6345,19358,0.7871,0.1802,0.6069
3834,img_003834_label5,img_003834_label5,False,2099,20.9577,38459,19.4439,"[2099, 38459, 4594, 41801, 33331]","[20.9577, 20.8311, 16.1284, 13.0061, 8.7942]","[38459, 2099, 4594, 41801, 33331]","[19.4439, 19.0365, 14.152, 10.8456, 8.0509]",5,5,[],[],False,26637,1.1126,38515,1.2806,"[26637, 38515, 5336, 37492, 10552]","[1.1126, 0.849, 0.7904, 0.7137, 0.7103]","[38515, 5771, 5336, 25790, 34321]","[1.2806, 1.0893, 0.8726, 0.8498, 0.8071]",2,2,"[10552, 26637, 37492]","[5771, 25790, 34321]",3.563,0.8963,0.001115,26637,1.1126,0.2163,0.8963,37492,0.7137,0.0,0.7137,10552,0.7103,0.0,0.7103,44351,0.6271,0.0,0.6271,5771,0.5278,1.0893,0.5614
3835,img_003835_label4,img_003835_label4,False,38459,18.2857,2099,19.3947,"[38459, 2099, 4594, 41801, 33331]","[18.2857, 18.0379, 13.5086, 10.1458, 7.6716]","[2099, 38459, 4594, 41801, 33331]","[19.3947, 19.2856, 14.5555, 11.4597, 7.988]",5,5,[],[],False,25790,0.993,38515,1.7,"[25790, 38515, 34321, 7556, 6890]","[0.993, 0.9413, 0.7454, 0.6965, 0.6372]","[38515, 25790, 41535, 34321, 35381]","[1.7, 1.0914, 0.9656, 0.9535, 0.9046]",3,3,"[6890, 7556]","[35381, 41535]",4.6472,0.9656,0.001705,41535,0.0,0.9656,0.9656,35381,0.0,0.9046,0.9046,441,0.0,0.7856,0.7856,38515,0.9413,1.7,0.7587,6890,0.6372,0.0,0.6372
3836,img_003836_label3,img_003836_label3,True,2099,19.7242,2099,21.0013,"[2099, 38459, 4594, 41801, 33331]","[19.7242, 19.5747, 14.409, 11.4295, 7.9283]","[2099, 38459, 4594, 41801, 33331]","[21.0013, 20.5593, 15.6369, 13.061, 8.1201]",5,5,[],[],True,38515,1.2335,38515,1.5905,"[38515, 25790, 14665, 29767, 29095]","[1.2335, 0.7357, 0.6877, 0.653, 0.6168]","[38515, 34321, 30587, 25790, 15554]","[1.5905, 1.0935, 1.0209, 1.0157, 0.8065]",2,2,"[14665, 29095, 29767]","[15554, 30587, 34321]",3.2046,1.0209,0.000955,30587,0.0,1.0209,1.0209,15554,0.0373,0.8065,0.7691,14665,0.6877,0.0,0.6877,34321,0.6155,1.0935,0.478,1184,0.4713,0.0,0.4713
3837,img_003837_label7,img_003837_label7,True,2099,18.9619,2099,19.7242,"[2099, 38459, 4594, 41801, 33331]","[18.9619, 18.9254, 14.2743, 10.8117, 8.0186]","[2099, 38459, 4594, 41801, 33331]","[19.7242, 19.6256, 14.7284, 11.8576, 8.1425]",5,5,[],[],True,38515,0.9933,38515,1.5332,"[38515, 25790, 34321, 45450, 29095]","[0.9933, 0.8713, 0.8668, 0.5156, 0.5049]","[38515, 34321, 25790, 7556, 20963]","[1.5332, 0.995, 0.9149, 0.8086, 0.5739]",3,3,"[29095, 45450]","[7556, 20963]",2.8402,0.5768,0.000872,7556,0.2318,0.8086,0.5768,38515,0.9933,1.5332,0.5399,45450,0.5156,0.0,0.5156,15554,0.0,0.4589,0.4589,44054,0.0,0.4289,0.4289
3838,img_003838_label8,img_003838_label8,False,38459,20.6706,2099,22.3723,"[38459, 2099, 4594, 41801, 33331]","[20.6706, 20.6607, 15.2601, 12.6292, 9.1884]","[2099, 38459, 4594, 41801, 33331]","[22.3723, 22.1441, 16.8627, 14.3735, 9.5545]",5,5,[],[],False,9889,1.71,25790,1.3242,"[9889, 25790, 38515, 26394, 30400]","[1.71, 1.1005, 1.0442, 0.8959, 0.8034]","[25790, 38515, 23729, 17023, 34321]","[1.3242, 1.3143, 1.0238, 0.7309, 0.7174]",2,2,"[9889, 26394, 30400]","[17023, 23729, 34321]",3.0591,1.4697,0.000664,9889,1.71,0.2403,1.4697,23729,0.0,1.0238,1.0238,26394,0.8959,0.0,0.8959,17023,0.05,0.7309,0.681,45424,0.0,0.477,0.477
3839,img_003839_label6,img_003839_label6,True,38459,18.1002,38459,19.1381,"[38459, 2099, 4594, 41801, 33331]","[18.1002, 17.5018, 12.3032, 9.1633, 7.5931]","[38459, 2099, 4594, 41801, 33331]","[19.1381, 18.5952, 13.1788, 10.3447, 7.9211]",5,5,[],[],True,38515,0.9151,38515,1.4195,"[38515, 25790, 19344, 29767, 41980]","[0.9151, 0.6413, 0.5018, 0.499, 0.4808]","[38515, 34321, 25790, 34491, 9140]","[1.4195, 0.901, 0.8852, 0.7949, 0.7252]",2,2,"[19344, 29767, 41980]","[9140, 34321, 34491]",3.4662,0.7949,0.001089,34491,0.0,0.7949,0.7949,9140,0.0,0.7252,0.7252,15554,0.0,0.7203,0.7203,22352,0.0,0.5883,0.5883,38515,0.9151,1.4195,0.5043
3840,img_003840_label8,img_003840_label8,True,2099,20.2043,2099,21.2042,"[2099, 38459, 4594, 41801, 33331]","[20.2043, 19.9893, 15.3971, 12.1476, 8.2244]","[2099, 38459, 4594, 41801, 33331]","[21.2042, 21.0662, 16.1608, 12.7755, 8.6843]",5,5,[],[],False,38917,1.4685,9140,3.4085,"[38917, 12366, 41165, 48722, 22821]","[1.4685, 1.4014, 1.3277, 0.9798, 0.9042]","[9140, 38917, 38085, 25324, 38515]","[3.4085, 2.5869, 2.522, 2.2387, 1.4955]",1,1,"[12366, 22821, 41165, 48722]","[9140, 25324, 38085, 38515]",6.5286,3.4085,0.001758,9140,0.0,3.4085,3.4085,38085,0.7521,2.522,1.7699,25324,0.6536,2.2387,1.5851,12366,1.4014,0.0,1.4014,41165,1.3277,0.0499,1.2778
3841,img_003841_label2,img_003841_label2,True,38459,14.2709,38459,17.9688,"[38459, 2099, 4594, 8403, 39589]","[14.2709, 13.5153, 10.1768, 7.8632, 7.3771]","[38459, 2099, 4594, 41801, 33331]","[17.9688, 17.4329, 12.8933, 9.5664, 7.0831]",3,3,"[8403, 39589]","[33331, 41801]",True,25790,1.5039,25790,1.7329,"[25790, 15358, 27607, 16770, 42219]","[1.5039, 1.4059, 0.8284, 0.6421, 0.6114]","[25790, 38515, 34321, 15358, 42219]","[1.7329, 1.1468, 0.9482, 0.8905, 0.7429]",3,3,"[16770, 27607]","[34321, 38515]",2.8778,0.551,0.000917,38515,0.5958,1.1468,0.551,15358,1.4059,0.8905,0.5153,45159,0.054,0.5585,0.5045,34321,0.5033,0.9482,0.4449,14253,0.0,0.4296,0.4296
3842,img_003842_label2,img_003842_label2,True,38459,19.0574,38459,19.5858,"[38459, 2099, 4594, 41801, 33331]","[19.0574, 19.0171, 14.3842, 11.0657, 8.0078]","[38459, 2099, 4594, 41801, 33331]","[19.5858, 19.4613, 14.644, 11.5439, 8.0868]",5,5,[],[],False,38459,7.101,39589,4.6704,"[38459, 133, 3874, 15485, 39589]","[7.101, 6.799, 6.2359, 5.7668, 4.8911]","[39589, 8403, 15485, 133, 3874]","[4.6704, 4.3272, 2.9622, 1.9219, 1.6642]",4,4,[38459],[8403],13.4314,7.101,0.00378,38459,7.101,0.0,7.101,133,6.799,1.9219,4.8771,2099,4.8422,0.0,4.8422,3874,6.2359,1.6642,4.5717,8403,1.2348,4.3272,3.0924
3843,img_003843_label8,img_003843_label8,True,2099,20.8,2099,21.8901,"[2099, 38459, 4594, 41801, 33331]","[20.8, 20.5806, 15.4012, 12.6326, 8.459]","[2099, 38459, 4594, 41801, 33331]","[21.8901, 21.5627, 16.3574, 13.9228, 8.8305]",5,5,[],[],True,38515,1.2575,38515,1.8991,"[38515, 25790, 7279, 34321, 32567]","[1.2575, 1.1886, 1.1577, 0.7334, 0.7207]","[38515, 25790, 34321, 25702, 29095]","[1.8991, 1.3835, 1.1305, 0.9995, 0.9682]",3,3,"[7279, 32567]","[25702, 29095]",4.5779,1.1577,0.001741,7279,1.1577,0.0,1.1577,35381,0.0,0.6484,0.6484,38515,1.2575,1.8991,0.6416,5938,0.034,0.6306,0.5966,45271,0.0,0.5819,0.5819
3844,img_003844_label2,img_003844_label2,True,2099,21.161,2099,22.9625,"[2099, 38459, 4594, 41801, 33331]","[21.161, 20.7157, 16.3395, 13.0962, 8.5654]","[2099, 38459, 4594, 41801, 33331]","[22.9625, 22.2958, 18.1583, 15.0022, 9.1353]",5,5,[],[],True,38515,1.1722,38515,1.878,"[38515, 25790, 20000, 34321, 16439]","[1.1722, 1.0746, 0.8819, 0.8765, 0.7083]","[38515, 25790, 34321, 16439, 40545]","[1.878, 1.4673, 1.158, 1.0152, 0.9652]",4,4,[20000],[40545],4.7947,0.7512,0.001888,37067,0.0057,0.757,0.7512,38515,1.1722,1.878,0.7058,15774,0.0,0.6829,0.6829,33495,0.0,0.6462,0.6462,34151,0.0632,0.6659,0.6027
3845,img_003845_label3,img_003845_label3,True,2099,20.485,2099,22.6233,"[2099, 38459, 4594, 41801, 33331]","[20.485, 20.3982, 15.1066, 12.172, 8.4829]","[2099, 38459, 4594, 41801, 33331]","[22.6233, 21.9151, 17.1918, 14.7823, 8.7388]",5,5,[],[],False,37677,1.1778,38515,1.7512,"[37677, 38515, 25790, 14665, 19344]","[1.1778, 1.1708, 0.9531, 0.6119, 0.6116]","[38515, 25790, 34321, 18215, 19999]","[1.7512, 1.3153, 1.1915, 0.9901, 0.9143]",2,2,"[14665, 19344, 37677]","[18215, 19999, 34321]",4.0113,1.1778,0.00131,37677,1.1778,0.0,1.1778,18215,0.0,0.9901,0.9901,14665,0.6119,0.0,0.6119,34321,0.6081,1.1915,0.5834,38515,1.1708,1.7512,0.5803
3846,img_003846_label8,img_003846_label8,True,38459,19.802,38459,21.5188,"[38459, 2099, 4594, 41801, 33331]","[19.802, 19.6631, 14.6119, 11.3289, 8.5367]","[38459, 2099, 4594, 41801, 33331]","[21.5188, 21.5013, 15.9611, 13.1533, 9.2654]",5,5,[],[],True,38515,1.1798,38515,1.7432,"[38515, 25790, 9889, 34321, 37676]","[1.1798, 1.1073, 0.8889, 0.7907, 0.6271]","[38515, 25790, 34321, 25702, 40545]","[1.7432, 1.3025, 0.8356, 0.7273, 0.725]",3,3,"[9889, 37676]","[25702, 40545]",3.305,0.8889,0.001057,9889,0.8889,0.0,0.8889,34491,0.0,0.6463,0.6463,37676,0.6271,0.0,0.6271,5984,0.0,0.6254,0.6254,38515,1.1798,1.7432,0.5634
3847,img_003847_label8,img_003847_label8,True,38459,19.1179,38459,18.7051,"[38459, 2099, 4594, 41801, 33331]","[19.1179, 18.9707, 13.8909, 10.6215, 7.9113]","[38459, 2099, 4594, 41801, 33331]","[18.7051, 18.0294, 12.9062, 9.5691, 7.6859]",5,5,[],[],False,16439,1.1992,38515,1.9371,"[16439, 38515, 30476, 25790, 29095]","[1.1992, 1.1798, 0.8327, 0.8184, 0.7217]","[38515, 16439, 25790, 34321, 16382]","[1.9371, 1.6451, 1.3589, 1.0798, 0.9342]",3,3,"[29095, 30476]","[16382, 34321]",5.5572,0.9121,0.002263,16382,0.0221,0.9342,0.9121,44545,0.0,0.8255,0.8255,38515,1.1798,1.9371,0.7573,45159,0.1444,0.8828,0.7384,8266,0.0,0.6912,0.6912
3848,img_003848_label0,img_003848_label0,True,2099,21.26,2099,22.0688,"[2099, 38459, 4594, 41801, 33331]","[21.26, 21.0608, 16.3795, 13.0461, 8.9843]","[2099, 38459, 4594, 41801, 33331]","[22.0688, 21.8321, 17.1242, 13.5816, 9.4178]",5,5,[],[],False,28225,1.6635,27482,1.7011,"[28225, 1527, 9439, 38515, 25790]","[1.6635, 1.4755, 1.3587, 0.8321, 0.6369]","[27482, 26658, 38515, 26758, 29095]","[1.7011, 1.6714, 1.1174, 0.9459, 0.8857]",1,1,"[1527, 9439, 25790, 28225]","[26658, 26758, 27482, 29095]",4.6388,1.7011,0.00094,27482,0.0,1.7011,1.7011,26658,0.0,1.6714,1.6714,28225,1.6635,0.0,1.6635,1527,1.4755,0.0,1.4755,9439,1.3587,0.0,1.3587
3849,img_003849_label1,img_003849_label1,True,2099,18.8103,2099,18.9847,"[2099, 38459, 4594, 41801, 133]","[18.8103, 18.5439, 15.3146, 10.3516, 8.1906]","[2099, 38459, 4594, 41801, 133]","[18.9847, 18.6192, 15.3661, 10.3545, 7.7525]",5,5,[],[],True,25790,1.1698,25790,1.1537,"[25790, 34321, 38515, 27607, 14809]","[1.1698, 0.8988, 0.8763, 0.7885, 0.755]","[25790, 38515, 14809, 34321, 27607]","[1.1537, 1.0223, 0.8062, 0.6878, 0.634]",5,5,[],[],2.2455,0.4404,0.000671,47516,0.0,0.4404,0.4404,37627,0.0,0.3606,0.3606,579,0.586,0.2267,0.3593,13438,0.0,0.3566,0.3566,37679,0.0,0.3557,0.3557
3850,img_003850_label8,img_003850_label8,True,38459,19.7606,38459,18.5509,"[38459, 2099, 4594, 41801, 33331]","[19.7606, 19.3983, 14.365, 11.1282, 8.5063]","[38459, 2099, 4594, 41801, 33331]","[18.5509, 17.6322, 12.6625, 9.2036, 8.088]",5,5,[],[],True,38459,8.8505,38459,10.1005,"[38459, 133, 3874, 2099, 15485]","[8.8505, 7.4211, 6.7968, 6.2666, 5.5068]","[38459, 2099, 133, 3874, 15485]","[10.1005, 7.5442, 6.245, 5.3033, 4.4098]",5,5,[],[],5.4449,1.4935,0.002049,3874,6.7968,5.3033,1.4935,4594,2.7426,4.0251,1.2826,2099,6.2666,7.5442,1.2777,38459,8.8505,10.1005,1.25,133,7.4211,6.245,1.1761
3851,img_003851_label5,img_003851_label5,True,2099,21.8538,2099,21.6692,"[2099, 38459, 4594, 41801, 33331]","[21.8538, 21.4772, 16.7313, 13.8733, 9.1571]","[2099, 38459, 4594, 41801, 33331]","[21.6692, 21.4693, 16.2655, 13.6728, 9.0048]",5,5,[],[],True,38515,0.9893,38515,1.6946,"[38515, 25790, 36131, 34321, 32567]","[0.9893, 0.7109, 0.6354, 0.5143, 0.4725]","[38515, 25790, 34321, 34491, 34605]","[1.6946, 1.1657, 1.0703, 0.7787, 0.7157]",3,3,"[32567, 36131]","[34491, 34605]",3.6526,0.741,0.001263,34491,0.0377,0.7787,0.741,38515,0.9893,1.6946,0.7053,34321,0.5143,1.0703,0.556,43925,0.0065,0.5309,0.5244,5076,0.0214,0.529,0.5076
3852,img_003852_label8,img_003852_label8,True,38459,18.4811,38459,20.4446,"[38459, 2099, 4594, 41801, 33331]","[18.4811, 17.9465, 13.1503, 9.7266, 7.8776]","[38459, 2099, 4594, 41801, 33331]","[20.4446, 20.115, 14.5191, 11.8209, 8.6396]",5,5,[],[],True,38515,1.4399,38515,2.0268,"[38515, 25790, 34321, 30086, 32158]","[1.4399, 0.8987, 0.8687, 0.6999, 0.6806]","[38515, 25790, 34321, 34151, 25702]","[2.0268, 1.1436, 1.064, 0.9999, 0.8892]",3,3,"[30086, 32158]","[25702, 34151]",4.2986,0.8378,0.001612,34151,0.1621,0.9999,0.8378,7771,0.0,0.6348,0.6348,32158,0.6806,0.0882,0.5924,16365,0.0,0.5889,0.5889,38515,1.4399,2.0268,0.5869
3853,img_003853_label4,img_003853_label4,True,2099,21.6033,2099,22.3142,"[2099, 38459, 4594, 41801, 33331]","[21.6033, 21.3534, 16.2806, 13.5519, 9.1088]","[2099, 38459, 4594, 41801, 33331]","[22.3142, 21.919, 16.6793, 13.989, 9.1323]",5,5,[],[],True,38515,1.2201,38515,1.5205,"[38515, 34321, 35381, 15554, 34605]","[1.2201, 0.5892, 0.5522, 0.5482, 0.5278]","[38515, 25790, 34321, 34491, 147]","[1.5205, 1.0982, 0.7983, 0.7608, 0.671]",2,2,"[15554, 34605, 35381]","[147, 25790, 34491]",2.6926,0.5879,0.000882,25790,0.5102,1.0982,0.5879,10180,0.0418,0.5295,0.4878,34491,0.2856,0.7608,0.4752,147,0.2506,0.671,0.4204,29704,0.3921,0.0,0.3921
3854,img_003854_label8,img_003854_label8,True,2099,20.0427,2099,21.7309,"[2099, 38459, 4594, 41801, 33331]","[20.0427, 19.9475, 15.2748, 12.0968, 8.5495]","[2099, 38459, 4594, 41801, 33331]","[21.7309, 21.3428, 16.986, 13.8572, 9.0586]",5,5,[],[],False,32845,1.4357,38515,1.3136,"[32845, 38515, 1588, 25790, 8124]","[1.4357, 0.839, 0.7864, 0.6927, 0.4717]","[38515, 25790, 21836, 34321, 47070]","[1.3136, 1.1129, 0.6586, 0.6423, 0.6208]",2,2,"[1588, 8124, 32845]","[21836, 34321, 47070]",3.1604,1.4357,0.000827,32845,1.4357,0.0,1.4357,1588,0.7864,0.0,0.7864,21836,0.1293,0.6586,0.5293,38515,0.839,1.3136,0.4745,8124,0.4717,0.0,0.4717
3855,img_003855_label4,img_003855_label4,False,38459,19.214,2099,21.5788,"[38459, 2099, 4594, 41801, 33331]","[19.214, 19.1585, 14.6503, 11.0035, 8.2068]","[2099, 38459, 4594, 41801, 33331]","[21.5788, 21.3526, 16.3018, 13.1889, 9.4053]",5,5,[],[],False,41611,1.1609,38515,1.3059,"[41611, 45385, 38515, 42628, 29767]","[1.1609, 1.1296, 0.9216, 0.8062, 0.7716]","[38515, 34321, 43494, 8274, 7553]","[1.3059, 1.1656, 1.0388, 0.9525, 0.8122]",1,1,"[29767, 41611, 42628, 45385]","[7553, 8274, 34321, 43494]",5.0786,1.1609,0.001878,41611,1.1609,0.0,1.1609,43494,0.0,1.0388,1.0388,7553,0.0,0.8122,0.8122,45783,0.0,0.8029,0.8029,9969,0.0,0.7609,0.7609
3856,img_003856_label0,img_003856_label0,True,2099,19.6504,2099,20.3297,"[2099, 38459, 4594, 41801, 33331]","[19.6504, 19.6173, 15.5426, 11.2191, 8.1571]","[2099, 38459, 4594, 41801, 33331]","[20.3297, 20.1056, 16.0495, 11.8648, 8.3472]",5,5,[],[],True,38515,1.3884,38515,1.3223,"[38515, 25790, 34321, 36131, 14809]","[1.3884, 0.9412, 0.7837, 0.6332, 0.6196]","[38515, 34825, 25790, 34321, 34605]","[1.3223, 0.8374, 0.7274, 0.7242, 0.6139]",3,3,"[14809, 36131]","[34605, 34825]",2.6752,0.5944,0.000766,34825,0.243,0.8374,0.5944,25831,0.5548,0.0052,0.5496,36131,0.6332,0.1386,0.4945,36037,0.4825,0.0,0.4825,7072,0.4791,0.0,0.4791
3857,img_003857_label6,img_003857_label6,False,2099,20.935,38459,21.5501,"[2099, 38459, 4594, 41801, 33331]","[20.935, 20.7398, 15.5212, 13.1768, 8.6906]","[38459, 2099, 4594, 41801, 33331]","[21.5501, 21.4147, 15.7968, 13.2018, 9.3013]",5,5,[],[],True,8403,1.4682,8403,1.8566,"[8403, 39589, 25790, 14809, 45783]","[1.4682, 1.3769, 1.1144, 0.9865, 0.7821]","[8403, 25790, 39589, 45783, 46901]","[1.8566, 1.4258, 1.4141, 1.1433, 0.9385]",4,4,[14809],[46901],4.4644,0.5506,0.002012,16094,0.2043,0.7549,0.5506,22769,0.1864,0.6851,0.4987,8421,0.2104,0.6876,0.4771,7516,0.1822,0.6315,0.4493,16770,0.5808,0.1336,0.4472
3858,img_003858_label4,img_003858_label4,False,38459,19.7698,2099,20.4387,"[38459, 2099, 4594, 41801, 33331]","[19.7698, 19.7418, 14.9352, 11.3473, 8.2839]","[2099, 38459, 4594, 41801, 33331]","[20.4387, 20.2762, 15.2758, 12.3349, 8.454]",5,5,[],[],True,38515,1.0101,38515,1.5427,"[38515, 25790, 34321, 43373, 40545]","[1.0101, 1.0096, 0.7111, 0.4667, 0.4609]","[38515, 25790, 34321, 34491, 15554]","[1.5427, 0.8918, 0.872, 0.6845, 0.6351]",3,3,"[40545, 43373]","[15554, 34491]",2.5063,0.5326,0.000755,38515,1.0101,1.5427,0.5326,36126,0.1508,0.5785,0.4277,35381,0.1983,0.6242,0.4259,15554,0.2282,0.6351,0.4069,45147,0.0599,0.4348,0.3749
3859,img_003859_label8,img_003859_label8,True,2099,21.0348,2099,21.4728,"[2099, 38459, 4594, 41801, 33331]","[21.0348, 20.8464, 15.9256, 12.6838, 8.8636]","[2099, 38459, 4594, 41801, 33331]","[21.4728, 21.4111, 15.9228, 13.1143, 8.9927]",5,5,[],[],True,38515,1.3839,38515,2.0242,"[38515, 25790, 32567, 42219, 16439]","[1.3839, 1.032, 0.8625, 0.8309, 0.7171]","[38515, 25790, 34321, 40429, 32567]","[2.0242, 1.1429, 0.8201, 0.7468, 0.7415]",3,3,"[16439, 42219]","[34321, 40429]",3.9394,0.6793,0.001434,34491,0.0,0.6793,0.6793,38515,1.3839,2.0242,0.6403,46901,0.6357,0.0,0.6357,46712,0.5738,0.0,0.5738,16365,0.0651,0.6232,0.5581
3860,img_003860_label1,img_003860_label1,True,2099,17.8661,2099,18.5106,"[2099, 38459, 4594, 41801, 133]","[17.8661, 17.7019, 14.4897, 9.4669, 8.2135]","[2099, 38459, 4594, 41801, 133]","[18.5106, 18.1875, 14.9669, 10.061, 7.9101]",5,5,[],[],True,25790,1.1429,25790,1.2546,"[25790, 38515, 34321, 45888, 29767]","[1.1429, 1.1032, 0.9944, 0.9939, 0.6502]","[25790, 38515, 45888, 34321, 35322]","[1.2546, 1.1594, 1.0796, 0.9821, 0.8102]",4,4,[29767],[35322],2.0827,0.6788,0.000593,21325,0.0496,0.7284,0.6788,29484,0.4502,0.0053,0.445,23729,0.1562,0.5252,0.369,5199,0.3359,0.0,0.3359,37627,0.0864,0.4196,0.3331
3861,img_003861_label4,img_003861_label4,False,38459,18.4786,2099,21.0035,"[38459, 2099, 4594, 41801, 33331]","[18.4786, 18.1945, 13.7013, 9.9896, 7.6994]","[2099, 38459, 4594, 41801, 33331]","[21.0035, 20.5708, 15.9412, 13.0512, 8.3382]",5,5,[],[],False,41535,1.3533,38515,1.3045,"[41535, 25790, 38515, 9089, 32682]","[1.3533, 1.1047, 0.975, 0.9359, 0.8946]","[38515, 25790, 26409, 34321, 41535]","[1.3045, 1.1233, 0.8879, 0.7346, 0.6396]",3,3,"[9089, 32682]","[26409, 34321]",3.5998,0.8879,0.001249,26409,0.0,0.8879,0.8879,32682,0.8946,0.082,0.8126,41535,1.3533,0.6396,0.7138,27804,0.6269,0.0009,0.6261,22619,0.5457,0.0,0.5457
