image_idx,image_name,level,rank,base_neuron,base_act,lora_neuron,lora_act,match,base_neuron_in_lora_rank,lora_neuron_in_base_rank
15,v_ApplyEyeMakeup_g03_c06.jpg,patch88,4,8325,0.9997,8325,1.0242,True,4,4
15,v_ApplyEyeMakeup_g03_c06.jpg,patch88,5,34605,0.8628,19999,0.8988,False,,
16,v_ApplyEyeMakeup_g04_c01.jpg,global,1,2099,21.8054,2099,21.6826,True,1,1
16,v_ApplyEyeMakeup_g04_c01.jpg,global,2,38459,21.7161,38459,21.6619,True,2,2
16,v_ApplyEyeMakeup_g04_c01.jpg,global,3,4594,16.3438,4594,16.0933,True,3,3
16,v_ApplyEyeMakeup_g04_c01.jpg,global,4,41801,13.8365,41801,13.6453,True,4,4
16,v_ApplyEyeMakeup_g04_c01.jpg,global,5,33331,9.0641,33331,9.0491,True,5,5
16,v_ApplyEyeMakeup_g04_c01.jpg,patch88,1,38515,1.3727,38515,1.3317,True,1,1
16,v_ApplyEyeMakeup_g04_c01.jpg,patch88,2,47591,0.959,47591,1.2693,True,2,2
16,v_ApplyEyeMakeup_g04_c01.jpg,patch88,3,29095,0.9531,34321,0.9999,False,4,4
16,v_ApplyEyeMakeup_g04_c01.jpg,patch88,4,34321,0.9502,29095,0.9488,False,3,3
16,v_ApplyEyeMakeup_g04_c01.jpg,patch88,5,25790,0.8396,19999,0.8919,False,,
17,v_ApplyEyeMakeup_g04_c02.jpg,global,1,2099,21.8976,2099,22.0093,True,1,1
17,v_ApplyEyeMakeup_g04_c02.jpg,global,2,38459,21.5465,38459,21.6572,True,2,2
17,v_ApplyEyeMakeup_g04_c02.jpg,global,3,4594,17.0496,4594,17.0635,True,3,3
17,v_ApplyEyeMakeup_g04_c02.jpg,global,4,41801,14.3133,41801,14.3858,True,4,4
17,v_ApplyEyeMakeup_g04_c02.jpg,global,5,33331,8.7051,33331,8.7446,True,5,5
17,v_ApplyEyeMakeup_g04_c02.jpg,patch88,1,20398,1.902,20398,1.7577,True,1,1
17,v_ApplyEyeMakeup_g04_c02.jpg,patch88,2,44568,1.6811,44568,1.6008,True,2,2
17,v_ApplyEyeMakeup_g04_c02.jpg,patch88,3,34321,1.5626,34321,1.5042,True,3,3
17,v_ApplyEyeMakeup_g04_c02.jpg,patch88,4,46192,1.5359,38515,1.4156,False,,5
17,v_ApplyEyeMakeup_g04_c02.jpg,patch88,5,38515,1.5011,25790,1.3492,False,4,
18,v_ApplyEyeMakeup_g04_c03.jpg,global,1,2099,21.9441,2099,22.1367,True,1,1
18,v_ApplyEyeMakeup_g04_c03.jpg,global,2,38459,21.7123,38459,21.9171,True,2,2
18,v_ApplyEyeMakeup_g04_c03.jpg,global,3,4594,17.0806,4594,17.1092,True,3,3
